user_id,Тип обращения,type_id,Время обращения
287EA8KB,Мошенничество,5,2019-03-14 16:24:55
ipBgzsaM,Мошенничество,5,2019-03-04 19:29:17
dbaU0mpk,Мошенничество,5,2019-04-07 19:36:40
5YTC6Xgw,Продажа поддельной продукции,4,2019-03-27 12:12:21
4rCR2g6A,Продажа запрещенных товаров,6,2019-04-07 15:50:32
sduG1BHo,Жалоба на товар в магазине,3,2019-04-06 21:22:19
fylhbxsJ,Не работает сайт,1,2019-03-03 19:59:13
E3gylVR4,Накрутка отзывов,2,2019-03-13 18:15:43
5FpRveab,Жалоба на товар в магазине,3,2019-04-01 21:52:58
Q1mc7Rzy,Мошенничество,5,2019-04-28 18:35:24
p8Osgzou,Мошенничество,5,2019-03-16 10:10:27
D4FRjDEi,Отзыв удалён,7,2019-04-20 13:40:21
KynQvgQB,Жалоба на товар в магазине,3,2019-04-08 13:58:16
n9MGxjuZ,Жалоба на товар в магазине,3,2019-03-21 11:41:31
0wbAyo7k,Жалоба на видеообзор,8,2019-04-07 12:22:58
Kl8wL7bK,Продажа поддельной продукции,4,2019-04-10 21:29:45
KhjAB02K,Продажа запрещенных товаров,6,2019-04-03 16:43:54
JpeaagLO,Мошенничество,5,2019-03-18 17:17:36
V29oAD40,Жалоба на товар в магазине,3,2019-04-25 14:34:59
DfLcNio1,Продажа поддельной продукции,4,2019-04-17 21:57:27
1wTeBJOP,Жалоба на товар в магазине,3,2019-04-23 10:22:49
F830Pnlv,Мошенничество,5,2019-04-10 21:13:15
bHa96ikO,Продажа поддельной продукции,4,2019-04-16 14:38:12
RJzbqdcl,Жалоба на товар в магазине,3,2019-03-18 19:25:22
E8QJZtNU,Продажа поддельной продукции,4,2019-04-01 19:24:34
BJF4XMK2,Мошенничество,5,2019-04-03 10:33:18
xI4UxpAg,Продажа поддельной продукции,4,2019-04-09 18:31:44
trL0MIpf,Продажа запрещенных товаров,6,2019-04-11 12:15:17
noqlHLzl,Не работает сайт,1,2019-03-14 12:17:26
4vOXkV3m,Жалоба на товар в магазине,3,2019-03-05 15:33:56
DQjjW5Ql,Жалоба на товар в магазине,3,2019-03-16 10:37:45
Kdyma57d,Продажа запрещенных товаров,6,2019-03-29 16:13:13
d7sR6bQf,Продажа поддельной продукции,4,2019-03-20 21:21:48
t4rscTaX,Мошенничество,5,2019-03-15 18:53:16
mVYi2RGk,Продажа поддельной продукции,4,2019-03-13 13:33:51
gtS89RxA,Продажа запрещенных товаров,6,2019-03-16 19:37:36
RYjE1lFA,Мошенничество,5,2019-03-29 13:36:22
lntroPdi,Не работает сайт,1,2019-04-02 17:41:33
owZP28vL,Продажа запрещенных товаров,6,2019-03-27 13:51:55
UUtWaPQa,Не работает сайт,1,2019-04-05 20:21:44
Z5EnmJjR,Мошенничество,5,2019-04-29 14:42:15
2z6R8qUl,Продажа поддельной продукции,4,2019-03-08 13:29:35
SCMdjUXR,Не работает сайт,1,2019-03-16 16:50:20
TlMDHseO,Мошенничество,5,2019-03-22 13:19:10
Xc0rq1Yn,Отзыв удалён,7,2019-04-22 12:43:12
T9DbIgjL,Продажа поддельной продукции,4,2019-04-26 19:20:17
2IL1zbr3,Жалоба на товар в магазине,3,2019-03-19 16:36:59
VAHJHCki,Мошенничество,5,2019-04-02 11:11:53
cKIWUHSc,Продажа запрещенных товаров,6,2019-04-02 10:54:12
uZPycpoL,Мошенничество,5,2019-03-05 19:12:10
3ugYSubS,Мошенничество,5,2019-04-03 12:34:33
TzQmFRw7,Мошенничество,5,2019-04-17 21:52:11
xvetVJ0x,Продажа запрещенных товаров,6,2019-04-09 21:17:10
4UHL8GGk,Мошенничество,5,2019-03-01 16:25:14
law5DmmF,Жалоба на товар в магазине,3,2019-03-26 13:49:18
Isz8WHeT,Продажа поддельной продукции,4,2019-04-07 21:48:18
9NGXCovl,Накрутка отзывов,2,2019-04-28 17:28:55
wdECf6AL,Мошенничество,5,2019-03-07 20:59:19
1K3R0MBC,Мошенничество,5,2019-04-11 14:10:34
5WWLkZ4A,Мошенничество,5,2019-03-24 17:43:58
zk1zpiSW,Мошенничество,5,2019-04-17 19:35:57
OVlyngne,Жалоба на товар в магазине,3,2019-04-26 14:34:17
RLbPrMHv,Жалоба на товар в магазине,3,2019-03-07 12:17:37
pYqLD53R,Не работает сайт,1,2019-03-03 18:18:55
A765LGJp,Продажа поддельной продукции,4,2019-04-09 10:59:48
LYH8Vlwt,Мошенничество,5,2019-03-28 19:49:42
r55zedZg,Отзыв удалён,7,2019-04-23 11:12:37
druZsGl0,Не работает сайт,1,2019-03-27 12:58:58
rzzg7dnx,Отзыв удалён,7,2019-03-24 11:53:40
W92tG8ru,Жалоба на видеообзор,8,2019-04-17 21:21:52
wmyV7HAC,Отзыв удалён,7,2019-04-21 17:19:59
fgtdEBrZ,Жалоба на видеообзор,8,2019-04-02 18:33:38
c8gWoiwD,Жалоба на товар в магазине,3,2019-04-16 20:46:35
mTFJ9u9L,Мошенничество,5,2019-03-12 10:19:10
5DKo80UT,Мошенничество,5,2019-04-11 15:56:40
BebwgzrV,Жалоба на товар в магазине,3,2019-03-22 13:24:45
L5x5c9Fr,Не работает сайт,1,2019-03-02 12:41:41
t1GD99AB,Продажа поддельной продукции,4,2019-04-19 18:36:43
3QWwNmtS,Мошенничество,5,2019-03-27 15:36:30
ZHA99XES,Мошенничество,5,2019-03-30 20:22:55
qn94kVQI,Жалоба на товар в магазине,3,2019-03-27 14:34:44
8OeiFNel,Продажа поддельной продукции,4,2019-04-24 16:29:44
yRolhThe,Отзыв удалён,7,2019-04-12 19:37:30
I3DXsBUw,Накрутка отзывов,2,2019-04-26 21:16:14
QszYscB9,Жалоба на товар в магазине,3,2019-04-13 21:50:32
ikyBNWtQ,Продажа поддельной продукции,4,2019-03-27 19:19:13
DEN6YolY,Жалоба на товар в магазине,3,2019-03-03 15:22:17
6iWWfahO,Мошенничество,5,2019-04-04 16:43:39
AMn8JyZY,Не работает сайт,1,2019-03-02 13:40:35
4kt32eU4,Мошенничество,5,2019-04-16 18:31:56
64fHjHjO,Не работает сайт,1,2019-03-30 12:24:58
793JsBLr,Жалоба на видеообзор,8,2019-04-18 10:36:28
Q2UaCr8b,Мошенничество,5,2019-04-29 12:54:15
W4i1u5Gx,Накрутка отзывов,2,2019-03-01 17:36:21
B3hqKw5U,Жалоба на товар в магазине,3,2019-04-06 14:38:31
2Sti3JSY,Жалоба на видеообзор,8,2019-04-05 11:13:56
7NzVK66w,Мошенничество,5,2019-04-08 13:31:16
EUbrA4rS,Накрутка отзывов,2,2019-03-19 16:31:17
Dv8euoCD,Жалоба на видеообзор,8,2019-03-12 19:14:57
YuvWQ6nz,Не работает сайт,1,2019-04-03 14:21:20
zCvLMuX8,Накрутка отзывов,2,2019-03-21 15:15:50
Q7sccjPa,Жалоба на товар в магазине,3,2019-04-05 21:26:23
uWxf8Knl,Жалоба на товар в магазине,3,2019-03-16 19:52:12
9kXlwoot,Накрутка отзывов,2,2019-04-28 19:29:39
PPs0Dk47,Жалоба на товар в магазине,3,2019-03-02 20:52:34
2ZKoqmYS,Жалоба на товар в магазине,3,2019-04-13 11:14:10
hOj8WGLI,Жалоба на товар в магазине,3,2019-03-03 12:55:15
N5zKlny9,Не работает сайт,1,2019-03-20 18:38:17
lnauvIMU,Не работает сайт,1,2019-04-03 14:36:50
bo2YWD5x,Жалоба на товар в магазине,3,2019-03-22 17:27:51
taHIIcrN,Мошенничество,5,2019-04-15 20:42:20
KfsyMCdQ,Жалоба на видеообзор,8,2019-03-04 13:45:26
isR7AeDe,Не работает сайт,1,2019-04-15 16:49:37
JCfIn6zA,Продажа запрещенных товаров,6,2019-03-30 16:42:32
rno0hrQ7,Жалоба на товар в магазине,3,2019-03-05 21:17:40
kH89H7eD,Мошенничество,5,2019-04-15 20:20:13
4AYjUZhi,Жалоба на товар в магазине,3,2019-04-08 18:52:47
WN1Kv1vN,Жалоба на товар в магазине,3,2019-03-28 11:37:37
6UD3Yf7C,Жалоба на товар в магазине,3,2019-03-08 17:41:41
VffCmp6w,Жалоба на товар в магазине,3,2019-04-03 12:28:55
b44GiHGr,Жалоба на товар в магазине,3,2019-04-14 20:26:51
s7YefOkx,Продажа поддельной продукции,4,2019-03-02 10:20:36
5Ngj9WGF,Жалоба на видеообзор,8,2019-04-23 11:23:12
oRt4Oyco,Жалоба на товар в магазине,3,2019-03-27 16:18:35
IrKN93eU,Жалоба на видеообзор,8,2019-04-17 12:56:38
byhPHCRR,Продажа запрещенных товаров,6,2019-04-26 15:23:34
m0VwUrgw,Жалоба на товар в магазине,3,2019-03-01 16:36:16
SDllunWS,Мошенничество,5,2019-04-12 19:23:41
xFVpNlGP,Отзыв удалён,7,2019-04-03 19:25:45
xTTPf32g,Не работает сайт,1,2019-04-12 14:19:56
lH5iHeA0,Мошенничество,5,2019-04-01 10:34:27
QsDuJoAI,Жалоба на товар в магазине,3,2019-03-10 20:42:33
aIwtznKt,Отзыв удалён,7,2019-03-25 15:45:48
Hx4ZbxVd,Продажа поддельной продукции,4,2019-03-03 20:20:11
r03ssX4K,Жалоба на товар в магазине,3,2019-04-14 16:22:50
OapFxwm6,Жалоба на товар в магазине,3,2019-04-01 17:11:36
bpD8QZp4,Мошенничество,5,2019-04-11 13:49:38
3TKmsiRq,Жалоба на товар в магазине,3,2019-04-11 21:58:58
gpsRRHUr,Продажа поддельной продукции,4,2019-03-29 19:43:18
gKqia2LS,Отзыв удалён,7,2019-03-30 20:32:54
WB3rjFBt,Отзыв удалён,7,2019-03-07 20:20:30
jmSRJVw8,Продажа поддельной продукции,4,2019-04-13 13:38:48
Epiw5U82,Мошенничество,5,2019-04-26 13:30:19
zgMhKE6u,Мошенничество,5,2019-03-06 11:11:53
JmAHm9QH,Мошенничество,5,2019-04-19 15:28:16
xbGkYkui,Жалоба на товар в магазине,3,2019-04-24 13:28:44
PBsjlcuB,Отзыв удалён,7,2019-04-15 10:59:59
6MKzes1Y,Отзыв удалён,7,2019-04-22 18:46:10
Snrz2TkZ,Жалоба на товар в магазине,3,2019-03-22 17:40:59
k0fINria,Накрутка отзывов,2,2019-04-20 20:40:34
V2VpuwBX,Накрутка отзывов,2,2019-03-08 21:56:56
ou0q3Dix,Не работает сайт,1,2019-03-05 11:24:34
GSECnriM,Жалоба на товар в магазине,3,2019-04-30 16:29:48
FvPEax8C,Жалоба на товар в магазине,3,2019-03-17 10:19:12
PRLQxL4j,Продажа запрещенных товаров,6,2019-04-24 20:42:49
8wQydle7,Накрутка отзывов,2,2019-04-20 12:26:45
O08ATmzt,Накрутка отзывов,2,2019-04-14 19:42:51
zkl8ymRk,Мошенничество,5,2019-04-06 10:25:48
GM7o1YDS,Отзыв удалён,7,2019-04-02 12:21:40
ywLfXv2T,Жалоба на товар в магазине,3,2019-03-26 14:18:45
jhtgTvKw,Продажа поддельной продукции,4,2019-04-15 16:38:55
38R3if9G,Жалоба на товар в магазине,3,2019-03-11 16:37:45
49Nrigdy,Мошенничество,5,2019-03-03 17:57:43
2VDTZFz0,Жалоба на товар в магазине,3,2019-04-16 19:26:31
Jizmx6qC,Жалоба на товар в магазине,3,2019-03-07 20:43:32
Mhs55r5j,Продажа запрещенных товаров,6,2019-03-11 16:53:53
bUFZpwOd,Отзыв удалён,7,2019-03-02 14:47:29
26JL9zo8,Жалоба на товар в магазине,3,2019-03-19 16:23:49
KlzKtuxu,Накрутка отзывов,2,2019-03-23 11:41:40
IY0NBL1l,Жалоба на товар в магазине,3,2019-03-18 20:28:12
bJgcO5uo,Отзыв удалён,7,2019-03-02 13:57:37
ElCesNcO,Мошенничество,5,2019-04-15 11:53:23
B4bbcK96,Накрутка отзывов,2,2019-04-02 10:51:31
2ivOkgoX,Отзыв удалён,7,2019-04-05 15:52:18
oTCbXR5t,Продажа запрещенных товаров,6,2019-04-13 21:19:52
FabyPgpo,Продажа поддельной продукции,4,2019-04-28 15:55:32
ivbXbB8U,Не работает сайт,1,2019-03-30 16:11:54
6oGS0g1h,Мошенничество,5,2019-04-19 21:44:22
xH3WDeIP,Продажа запрещенных товаров,6,2019-04-13 12:55:13
2UJioAx4,Отзыв удалён,7,2019-04-08 20:12:11
MQhF3hfh,Жалоба на товар в магазине,3,2019-04-13 10:15:16
pck41nEA,Мошенничество,5,2019-04-24 20:12:38
IfIlhUGs,Отзыв удалён,7,2019-03-13 18:47:52
KDHhrvXp,Накрутка отзывов,2,2019-03-09 13:31:39
jjCqD05k,Продажа поддельной продукции,4,2019-03-26 13:42:18
b96hTsJC,Жалоба на товар в магазине,3,2019-04-06 19:39:36
Wf9I4mvn,Жалоба на товар в магазине,3,2019-03-22 17:44:47
dSv6YaEY,Жалоба на видеообзор,8,2019-04-04 12:22:41
k9LpnSl0,Не работает сайт,1,2019-03-03 13:58:26
Bmz8zzXX,Не работает сайт,1,2019-04-04 14:23:26
ufhpnSzv,Накрутка отзывов,2,2019-04-04 17:17:46
9kOS2N7L,Продажа поддельной продукции,4,2019-04-02 16:19:56
eszuiObr,Жалоба на видеообзор,8,2019-04-24 21:27:28
gta2XYpL,Жалоба на видеообзор,8,2019-03-15 21:11:28
mr7bzOc5,Продажа запрещенных товаров,6,2019-04-02 10:26:46
j6sGYi1M,Не работает сайт,1,2019-03-22 11:41:56
ET6w6BtJ,Мошенничество,5,2019-04-28 13:49:43
K1V1LrqV,Продажа запрещенных товаров,6,2019-04-13 12:59:50
y8xHA0wK,Не работает сайт,1,2019-03-03 10:14:29
KXbdwPWx,Мошенничество,5,2019-03-22 19:25:29
eqOlut26,Мошенничество,5,2019-04-14 13:43:44
t47RRSVK,Накрутка отзывов,2,2019-04-30 16:53:41
ZKcxGvum,Продажа поддельной продукции,4,2019-04-14 17:35:40
jEbxnz1e,Отзыв удалён,7,2019-03-03 20:14:36
oQQ0yizi,Продажа запрещенных товаров,6,2019-04-07 15:46:57
VTqPz2gr,Мошенничество,5,2019-04-01 18:25:47
gplTjOKB,Отзыв удалён,7,2019-03-05 13:34:55
Swv6T02P,Жалоба на видеообзор,8,2019-04-02 13:19:16
6LQNBed8,Мошенничество,5,2019-03-20 21:26:25
8rbHf9iN,Продажа запрещенных товаров,6,2019-04-16 10:20:34
pUNMfiDC,Мошенничество,5,2019-04-20 21:13:59
alGLtdlc,Продажа запрещенных товаров,6,2019-03-25 17:36:54
TnxVwnWM,Жалоба на товар в магазине,3,2019-03-19 19:25:45
KI5yXHLa,Жалоба на товар в магазине,3,2019-04-15 10:55:58
L9G81S85,Мошенничество,5,2019-03-13 11:37:34
5SRfp6OS,Мошенничество,5,2019-04-11 17:32:35
RrmLo86a,Продажа поддельной продукции,4,2019-03-04 17:32:24
4Qb7yoiB,Мошенничество,5,2019-04-01 16:48:24
tEtZldqV,Отзыв удалён,7,2019-03-20 12:49:15
Y2fjWhkY,Мошенничество,5,2019-03-29 18:20:13
yFVdtJOg,Продажа запрещенных товаров,6,2019-04-21 10:56:58
JY9jshwR,Жалоба на товар в магазине,3,2019-03-04 10:42:21
300HXeku,Накрутка отзывов,2,2019-04-16 17:55:32
1TIc2uKl,Мошенничество,5,2019-03-02 16:29:23
mAWX7BR4,Продажа поддельной продукции,4,2019-04-22 20:32:21
OHSoQoO0,Жалоба на товар в магазине,3,2019-04-28 13:12:16
MYFQ31Og,Продажа запрещенных товаров,6,2019-03-13 17:38:30
Nh9cL8O7,Накрутка отзывов,2,2019-03-17 21:24:50
tkd1PkbK,Мошенничество,5,2019-03-07 18:26:29
OvHKCtHQ,Накрутка отзывов,2,2019-03-01 14:53:50
W0cdalqP,Продажа запрещенных товаров,6,2019-04-13 17:20:27
PKnwADom,Продажа поддельной продукции,4,2019-04-28 11:53:58
fq71qPbw,Мошенничество,5,2019-04-27 14:11:24
85krzCtY,Продажа поддельной продукции,4,2019-03-17 12:23:58
UQjeWZcv,Мошенничество,5,2019-04-17 19:52:52
AUXabYXZ,Накрутка отзывов,2,2019-04-24 14:23:29
